"155,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""63"",""Ensure that resources like this Statement object are closed after use"",""Design Rules"",""CloseResource""";;
"156,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""63"",""Local variable 'statement' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"157,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""73"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"158,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""77"",""Avoid using implementation types like 'ArrayList'";" use the interface instead"",""Type Resolution Rules"",""LooseCoupling""";
"159,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""77"",""Avoid using implementation types like 'ArrayList'";" use the interface instead"",""Type Resolution Rules"",""LooseCoupling""";
"160,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""78"",""Local variable 'ticketSet' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"161,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""81"",""Ensure that resources like this Connection object are closed after use"",""Design Rules"",""CloseResource""";;
"162,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""81"",""Local variable 'con' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"163,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""83"",""Ensure that resources like this Statement object are closed after use"",""Design Rules"",""CloseResource""";;
"164,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""83"",""Local variable 'statement' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"165,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""87"",""Avoid variables with short names like rs"",""Naming Rules"",""ShortVariable""";;
"166,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""87"",""Ensure that resources like this ResultSet object are closed after use"",""Design Rules"",""CloseResource""";;
"167,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""91"",""Avoid instantiating new objects inside loops"",""Optimization Rules"",""AvoidInstantiatingObjectsInLoops""";;
"168,""ticketmanagement"",""src/ticketmanagement/Ticket.java"",""3"",""105"",""Avoid printStackTrace()";" use a logger call instead."",""Java Logging Rules"",""AvoidPrintStackTrace""";
"169,""ticketmanagement"",""src/ticketmanagement/TicketManagementSystem.java"",""3"",""3"",""All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning."",""Design Rules"",""UseSingleton""";;
"170,""ticketmanagement"",""src/ticketmanagement/TicketManagementSystem.java"",""3"",""5"",""Parameter 'args' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"171,""ticketmanagement"",""src/ticketmanagement/TicketManagementSystem.java"",""3"",""7"",""Local variable 'window' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"172,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""14"",""Parameter 'name' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"173,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""14"",""Parameter 'surname' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"174,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""14"",""Parameter 'username' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"175,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""15"",""Parameter 'password' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"176,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""33"",""Avoid variables with short names like n"",""Naming Rules"",""ShortVariable""";;
"177,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""33"",""Parameter 'n' is not assigned and could be declared final"",""Optimization Rules"",""MethodArgumentCouldBeFinal""";;
"178,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""44"",""Avoid variables with short names like sn"",""Naming Rules"",""ShortVariable""";;
"179,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""54"",""Avoid variables with short names like a"",""Naming Rules"",""ShortVariable""";;
"180,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""64"",""Avoid variables with short names like u"",""Naming Rules"",""ShortVariable""";;
"181,""ticketmanagement"",""src/ticketmanagement/User.java"",""3"",""84"",""Avoid variables with short names like e"",""Naming Rules"",""ShortVariable""";;
"182,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""4"",""3"",""Avoid unused imports such as 'org.junit.Assert'"",""Type Resolution Rules"",""UnusedImports""";;
"183,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""14"",""Local variable 'newLoginInterface' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"184,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""21"",""JUnit assertions should include a message"",""JUnit Rules"",""JUnitAssertionsShouldIncludeMessage""";;
"185,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""21"",""This statement may have some unnecessary parentheses"",""Controversial Rules"",""UnnecessaryParentheses""";;
"186,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""26"",""Local variable 'newLoginInterface' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"187,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""28"",""Ensure that resources like this Connection object are closed after use"",""Design Rules"",""CloseResource""";;
"188,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""28"",""Local variable 'con' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"189,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""30"",""Local variable 'registeredUser' could be declared final"",""Optimization Rules"",""LocalVariableCouldBeFinal""";;
"190,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""32"",""JUnit assertions should include a message"",""JUnit Rules"",""JUnitAssertionsShouldIncludeMessage""";;
"191,""ticketmanagement"",""test/ticketmanagement/LoginInterfaceTest.java"",""3"",""32"",""This statement may have some unnecessary parentheses"",""Controversial Rules"",""UnnecessaryParentheses""";;
